2024-04-25T21:52:08.666374+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T19:00:16.941617+0300 | DEBUG | MessageHandler:review_message:114 - Got response from getting ask message -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_552_reply', 'reply_to_id': 'b88b4b7c6efb343c9306f8f1f5da407b_552', 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'bot', 'source': 'gmail', 'source_link': None, 'subject': 'Fwd: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'sent', 'date': 1714147094, 'text': "<p>Dear Den,</p>\n<p>Thank you for your inquiry regarding the cost of a consultation. At Innova Consulting Group, we pride ourselves on providing expert advice and solutions tailored to our clients' specific needs, backed by our 12 years of experience across legal, strategic, and marketing domains.</p>\n<p>To provide you with an accurate cost estimate for a consultation, I would need a bit more information about the nature of the consultation you're seeking. Our rates can vary depending on the complexity and scope of the advice or services required.</p>\n<p>Please let me know more about the type of consultation you're interested in, whether it relates to legal solutions, business strategies, marketing efforts, or other areas. This will help us give you a more precise cost estimate.</p>\n<p>Looking forward to your response.</p>\n<p>Best regards,\nOleg Shevchenko</p>"}}
2024-04-26T19:00:31.529066+0300 | INFO | MessageHandler:review_message:140 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': 'Dear Den,\n\nThank you for your inquiry regarding the cost of a consultation. Your request is of utmost importance to us at Innova Consulting Group, where we ensure to provide expert advice and bespoke solutions for our esteemed clients.\n\nConsidering your needs, the cost for your consultation will be 150 euro. This is based on our extensive expertise across legal, strategic, and marketing domains which we have developed over 12 years.\n\nWe are looking forward to providing you with excellent service and expertise. \n\nBest regards,\nOleg Shevchenko\n'}
2024-04-26T19:00:31.532410+0300 | DEBUG | MessageHandler:review_message:153 - Trying to update target message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_552_reply)
2024-04-26T19:00:31.588417+0300 | DEBUG | MessageHandler:review_message:158 - Got updated target message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147231, 24), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147231, 24), 'signature': {'hash': b'\\x00q,\\xc7\\\\?\\x8e8\\xa4\\x045\\xa13\\xaa\\n\\xce\\xf6D\\n\\xd4', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147231, 24), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:00:31.588642+0300 | DEBUG | MessageHandler:review_message:163 - Trying to update review message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_552_review_cbb304c03af63cb0a3beda3518389694)
2024-04-26T19:00:31.646718+0300 | DEBUG | MessageHandler:review_message:170 - Got updated review message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147231, 26), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147231, 26), 'signature': {'hash': b'\\x00q,\\xc7\\\\?\\x8e8\\xa4\\x045\\xa13\\xaa\\n\\xce\\xf6D\\n\\xd4', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147231, 26), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:03:50.441233+0300 | INFO | None:<module>:20 - Started logging successfully
2024-04-26T19:04:35.975277+0300 | DEBUG | MessageHandler:listen_blank_messages:213 - Got 1 blank messages
2024-04-26T19:04:35.976516+0300 | INFO | MessageHandler:fill_blank_message:26 - Got blank_message = <dtypes.message.Message object at 0x107569550>
2024-04-26T19:04:44.460056+0300 | DEBUG | MessageHandler:fill_blank_message:54 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': 'UpdateResult({\'n\': 1, \'electionId\': ObjectId(\'7fffffff00000000000000bd\'), \'opTime\': {\'ts\': Timestamp(1714147484, 13), \'t\': 189}, \'nModified\': 1, \'ok\': 1.0, \'$clusterTime\': {\'clusterTime\': Timestamp(1714147484, 13), \'signature\': {\'hash\': b\'\\x98\\xfe\\xb4\\x03b\\x1aGz"j\\x9a\\x8cf/V\\xc9L\\xb0%\\xf8\', \'keyId\': 7306544719813672961}}, \'operationTime\': Timestamp(1714147484, 13), \'updatedExisting\': True}, acknowledged=True)'}
2024-04-26T19:05:06.404647+0300 | INFO | MessageHandler:fill_blank_message:70 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': "Dear Den,\n\nFor consultations and other services at Innova Consulting Group, you have the option to make payments through the following methods:\n\n1. Monobank - Payment is processed in hryvnia.\n2. PrivatBank - Payment is also processed in hryvnia.\n\nPlease let me know if you have a preference for either of these payment methods, or if you need more detailed information on how to proceed with the payment. We're here to make the process as smooth as possible for you.\n\nBest regards,\nOleg Shevchenko"}
2024-04-26T19:05:06.461801+0300 | DEBUG | MessageHandler:fill_blank_message:75 - Got updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147506, 16), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147506, 16), 'signature': {'hash': b'ZPi\\xfb\\x170Ld\\x19\\x15y]\\xdd3\\xb7z\\xf5\\xa3\\xc5\\x8f', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147506, 16), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:07:22.777629+0300 | DEBUG | MessageHandler:listen_review_messages:190 - Got 1 review messages
2024-04-26T19:07:22.779369+0300 | INFO | MessageHandler:review_message:82 - Got review_message = <dtypes.message.Message object at 0x10759d710>
2024-04-26T19:07:31.035114+0300 | DEBUG | MessageHandler:review_message:106 - Got cleaned updated_message_response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147651, 3), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147651, 3), 'signature': {'hash': b'\\\\\\xac\\xf3\\x85\\xacjF\\xc5\\xd59\\xd5\\x1fa\\x00f\\xcc{\\xd8S\\x89', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147651, 3), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:07:31.035471+0300 | DEBUG | MessageHandler:review_message:108 - Trying to get reply message -> b88b4b7c6efb343c9306f8f1f5da407b_554_reply
2024-04-26T19:07:31.084514+0300 | DEBUG | MessageHandler:review_message:114 - Got response from getting ask message -> {'status': 'ok', 'description': 'ok', 'message': {'id': 'b88b4b7c6efb343c9306f8f1f5da407b_554_reply', 'reply_to_id': 'b88b4b7c6efb343c9306f8f1f5da407b_554', 'reviewer_id': None, 'reviewed': False, 'dialog_id': 'b88b4b7c6efb343c9306f8f1f5da407b', 'sender_id': 'bot', 'source': 'gmail', 'source_link': None, 'subject': 'Re: crystal.tax: запрос по Регистрация и юридическое сопровождение международных компаний в любой точке мира', 'status': 'sent', 'date': 1714147476, 'text': "<p>Dear Den,</p>\n<p>For consultations and other services at Innova Consulting Group, you have the option to make payments through the following methods:</p>\n<ol>\n<li>Monobank - Payment is processed in hryvnia.</li>\n<li>PrivatBank - Payment is also processed in hryvnia.</li>\n</ol>\n<p>Please let me know if you have a preference for either of these payment methods, or if you need more detailed information on how to proceed with the payment. We're here to make the process as smooth as possible for you.</p>\n<p>Best regards,\nOleg Shevchenko</p>"}}
2024-04-26T19:07:48.952284+0300 | INFO | MessageHandler:review_message:140 - Got gpt response -> {'status': 'ok', 'description': 'ok', 'data': '<p>Уважаемый Дэн,</p>\n<p>Для консультаций и других услуг в Innova Consulting Group, у вас есть возможность осуществлять платежи следующими способами:</p>\n<ol>\n<li>Монобанк - Оплата производится в гривне.</li>\n<li>ПриватБанк - Оплата также производится в гривне.</li>\n</ol>\n<p>Пожалуйста, сообщите мне, если у вас есть предпочтение к одному из этих способов оплаты, или если вам нужна более подробная информация о процессе оплаты. Мы здесь, чтобы сделать этот процесс для вас максимально удобным.</p>\n<p>С наилучшими пожеланиями,\nОлег Шевченко</p>\n'}
2024-04-26T19:07:48.955872+0300 | DEBUG | MessageHandler:review_message:153 - Trying to update target message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_554_reply)
2024-04-26T19:07:49.013053+0300 | DEBUG | MessageHandler:review_message:158 - Got updated target message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147669, 5), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147669, 5), 'signature': {'hash': b'\\x1e\\xbb\\xe4&j\\x80.V\\x0b\\xaa\\xf6\\xc4s\\x7f\\xc5\\xd8\\x95\\xbe-3', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147669, 5), 'updatedExisting': True}, acknowledged=True)"}
2024-04-26T19:07:49.013302+0300 | DEBUG | MessageHandler:review_message:163 - Trying to update review message -> Message(id=b88b4b7c6efb343c9306f8f1f5da407b_554_review_cbb304c03af63cb0a3beda3518389694)
2024-04-26T19:07:49.085472+0300 | DEBUG | MessageHandler:review_message:170 - Got updated review message response -> {'status': 'ok', 'description': 'ok', 'data': "UpdateResult({'n': 1, 'electionId': ObjectId('7fffffff00000000000000bd'), 'opTime': {'ts': Timestamp(1714147669, 6), 't': 189}, 'nModified': 1, 'ok': 1.0, '$clusterTime': {'clusterTime': Timestamp(1714147669, 7), 'signature': {'hash': b'\\x1e\\xbb\\xe4&j\\x80.V\\x0b\\xaa\\xf6\\xc4s\\x7f\\xc5\\xd8\\x95\\xbe-3', 'keyId': 7306544719813672961}}, 'operationTime': Timestamp(1714147669, 6), 'updatedExisting': True}, acknowledged=True)"}
